Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,INCHIKEY,SMILES
14464,2.037,318.06183,"(2R,3R,4S,5R,6R)-2-(4-fluoro-2-nitrophenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",[M-H]-,ZAZQJSCONGIOHE-IIRVCBMXSA-N,C1=CC(=C(C=C1F)[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O
14466,5.78,318.15997,(2S)-2-cyano-1-(4-phenyl-L-phenylalanyl)pyrrolidine,[M-H]-,JFHXVIXBGWKRGK-PVIFGLDDNA-N,N[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N1CCC[C@H]1C#N
14467,8.236,318.22937,"1-[(1-methyl-1H-imidazol-5-yl)methyl]-8'-(propan-2-yl)-hexahydro-1'H-spiro[azetidine-3,6'-pyrazino[2,1-c][1,4]oxazine]",[M-H]-,PAKWQBNLVWCDMR-UHFFFAOYSA-N,N=1C=C(N(C1)C)CN2CC3(N4CCOCC4CN(C3)C(C)C)C2
14469,24.9,318.8183,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14471,9.998,318.81842,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14473,24.592,318.81845,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14474,9.951,318.81845,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14476,0.77,318.81845,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14477,24.768,318.81848,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14483,12.429,318.8186,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14485,24.693,318.81863,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14486,12.475,318.81863,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14487,24.501,318.8187,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14488,23.87,318.81873,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14490,6.347,318.81873,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14491,6.091,318.81873,PubChem_140976354,[M-H]-,SOZXPRRDHWRYGQ-UHFFFAOYSA-N,C1=CC(=CC=C1SOC(Cl)(Cl)Cl)Br
14493,7.08,318.81876,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14494,24.21,318.81879,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14495,11.2,318.81879,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14496,6.421,318.81885,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14499,23.992,318.819,PubChem_146318681,[M-H]-,CMBIRHZTGHKYCP-UHFFFAOYSA-N,C(CI)OP(=O)(OCl)OCl
14501,24.066,318.85574,PubChem_121301990,[M-H]-,WRWLOZCFIFHNOE-UHFFFAOYSA-N,C1=CC(=C(C(=C1C(=O)C(F)(F)F)Cl)Cl)Br
14505,24.135,318.85596,PubChem_88453205,[M-H]-,TZHNTTYBVQWCKR-UHFFFAOYSA-N,C(C(=O)NC(C(=O)N)I)Br
14510,1.785,318.92938,PubChem_4124143,[M-H]-,FTCPUGBAAKVWRX-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CSC(=N2)NC(=O)C(Cl)Cl)Cl
14512,14.367,318.98029,1-(5-bromo-2-hydroxyphenyl)-3-(2-fluorophenyl)prop-2-en-1-one,[M-H]-,NGHHOVXLDNNIGE-UHFFFAOYSA-N,O=C(C=CC=1C=CC=CC1F)C2=CC(Br)=CC=C2O
14513,17.732,318.98029,1-(5-bromo-2-hydroxyphenyl)-3-(4-fluorophenyl)prop-2-en-1-one,[M-H]-,VWZFEBQBSWOAPD-UHFFFAOYSA-N,O=C(C=CC1=CC=C(F)C=C1)C2=CC(Br)=CC=C2O
14514,17.269,318.98041,Desmethyldichlorodiaportinol,[M-H]-,PJUHUHPNOWRPNZ-UWVGGRQHSA-N,C1=C2C=C(OC(=O)C2=C(C=C1O)O)[C@@H]([C@@H](C(Cl)Cl)O)O
14515,23.352,318.98083,Desmethyldichlorodiaportinol,[M-H]-,PJUHUHPNOWRPNZ-UWVGGRQHSA-N,C1=C2C=C(OC(=O)C2=C(C=C1O)O)[C@@H]([C@@H](C(Cl)Cl)O)O
14516,23.391,318.98209,"2-(4,5-dihydrothiazol-2-ylthio)-N-[5-(ethylthio)-1,3,4-thiadiazol-2-yl]acetamide",[M-H]-,GTFLXCAXPLCIGA-UHFFFAOYSA-N,CCSC1=NN=C(NC(=O)CSC2=NCCS2)S1
14519,14.616,318.98242,"2-(4,5-dihydrothiazol-2-ylthio)-N-[5-(ethylthio)-1,3,4-thiadiazol-2-yl]acetamide",[M-H]-,GTFLXCAXPLCIGA-UHFFFAOYSA-N,CCSC1=NN=C(NC(=O)CSC2=NCCS2)S1
14520,23.188,318.98248,5-Iodo-3-methoxy-4-propoxybenzaldehyde,[M-H]-,WJFHRYWKLRKARI-UHFFFAOYSA-N,CCCOc1c(I)cc(C=O)cc1OC
14521,23.254,318.98273,5-Iodo-3-methoxy-4-propoxybenzaldehyde,[M-H]-,WJFHRYWKLRKARI-UHFFFAOYSA-N,CCCOc1c(I)cc(C=O)cc1OC
14524,1.588,318.99179,"3,4-dihydroxy-9,10-dioxo-9,10-dihydroanthracene-2-sulfonic acid",[M-H]-,JKYKXTRKURYNGW-UHFFFAOYSA-N,OC1=C(O)C2=C(C=C1S(O)(=O)=O)C(=O)C1=C(C=CC=C1)C2=O
14530,13.419,319.00214,UNPD162031,[M-H]-,LSXDSQPJNKGFHK-UHFFFAOYSA-N,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C(O)=C(O)C(Cl)=C1O)C2=O
14534,9.955,319.02634,Erosnin,[M-H]-,YQXNKHVPEJJBTJ-UHFFFAOYSA-N,O=C1OC2=CC3=C(C=CO3)C=C2C2=C1C1=CC3=C(OCO3)C=C1O2
14535,1.09,319.03107,"2-(4-carboxy-2-oxobutanoyl)oxypropane-1,2,3-tricarboxylic acid",[M-H]-,SEXACOOGSGFXEA-UHFFFAOYSA-N,C(CC(=O)O)C(=O)C(=O)OC(CC(=O)O)(CC(=O)O)C(=O)O
14537,7.916,319.05969,"2,3,4,5,6-pentahydroxyhexyl 2-chlorobenzoate",[M-H]-,GQGUIKOVSYGALC-UHFFFAOYSA-N,O=C(OCC(O)C(O)C(O)C(O)CO)C=1C=CC=CC1Cl
14538,4.111,319.06793,N-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-7-chloro-1-benzothiophene-2-carboxamide,[M-H]-,SSRDSYXGYPJKRR-ZDUSSCGKSA-N,C1CN2CCC1C(C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl
14541,1.625,319.07877,5-O-(2-aminopropanoyl) 1-O-(2-oxopropanoyl) (2R)-2-aminopentanediperoxoate,[M-H]-,SMBKKLWVPFAWOV-NQPNHJOESA-N,CC(C(=O)OOC(=O)CCC(C(=O)OOC(=O)C(=O)C)N)N
14542,1.465,319.07932,4-coumaroylshikimic acid,[M-H]-,GVECSFFLZYNEBO-PDXJTRCTSA-N,O[C@@H]1C=C(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C=C2)[C@@H]1O)C(O)=O
14543,9.602,319.08295,"3-p-Coumaroyl-1,5-quinolactone",[M-H]-,UDRNBJSMWYQCNZ-OTCYKTEZSA-N,O[C@H]1[C@H]2C[C@@](O)(C[C@H]1OC(=O)\C=C\C1=CC=C(O)C=C1)C(=O)O2
14544,9.691,319.08624,"3-(4,6-dimethylpyrimidin-2-yl)-1-(2-methylbenzenesulfonyl)urea",[M-H]-,OASFQIQCNPJCPO-UHFFFAOYSA-N,O=C(NC=1N=C(C=C(N1)C)C)NS(=O)(=O)C=2C=CC=CC2C
14545,9.394,319.08633,N(4)-acetylsulfamethazine,[M-H]-,LJKAKWDUZRJNPJ-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC(C)=CC(C)=N1
14546,6.149,319.104,UNPD156454,[M-H]-,ZNNSGMPQXHGTSB-ATGBIZMLNA-N,CO[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(CO)O1
14547,13.273,319.12238,2-[(dimethylamino)methyl]-N-[(4-fluorophenyl)methyl]-5-hydroxy-6-oxo-1H-pyrimidine-4-carboxamide,[M-H]-,QXIWCFSOBHCFPM-UHFFFAOYSA-N,CN(C)CC1=NC(=C(C(=O)N1)O)C(=O)NCC2=CC=C(C=C2)F
14548,8.674,319.13397,UNPD138567,[M-H]-,POCUKQUBQBYJJX-UHFFFAOYSA-N,OC1=CC=C(CC2=C(CCC3=CC=CC=C3)C=C(O)C=C2O)C=C1
14549,7.249,319.13403,7-methoxy-2-(3-methyl-3-phenylcyclobutanecarbonyl)-1-benzofuran,[M-H]-,AORSWDAQFNNQCY-UHFFFAOYSA-N,O=C(C=1OC=2C(OC)=CC=CC2C1)C3CC(C=4C=CC=CC4)(C)C3
14550,7.913,319.14026,Octanoylglucuronide,[M-H]-,ASFORWUCPCKFPY-BYNIDDHOSA-N,CCCCCCCC(=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
14551,8.258,319.14044,Octanoylglucuronide,[M-H]-,ASFORWUCPCKFPY-BYNIDDHOSA-N,CCCCCCCC(=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
14552,7.877,319.14047,Octanoylglucuronide,[M-H]-,ASFORWUCPCKFPY-BYNIDDHOSA-N,CCCCCCCC(=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
14554,8.218,319.14072,Valproic acid glucuronide,[M-H]-,HFJIBPMXGQVSGX-HGIFLAPPSA-N,CCCC(C(C)C)C(=O)OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
14556,11.879,319.1557,"Bis(2-methylpropanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene",[M-H]-,OLARKEMZPWGFJU-UHFFFAOYNA-N,CC(C)C(=O)OCC1(CO1)C1=C(OC(=O)C(C)C)C=C(C)C=C1
14558,8.846,319.17664,"2-(hydroxymethyl)-6-[(4-hydroxynon-6-en-2-yl)oxy]oxane-3,4,5-triol",[M-H]-,MVSLEBWICBVZBS-UHFFFAOYSA-N,OCC1OC(OC(C)CC(O)CC=CCC)C(O)C(O)C1O
14559,7.594,319.17798,UNPD29083,[M-H]-,CCZXUYRSGKPBHZ-VURMDHGXSA-N,COC1=C(OC)C=C(\C=C/C(=O)NCCCCNC(N)=N)C=C1
14560,8.443,319.17804,Arphamenin A;Arphamenine A,[M-H]-,FQRLGZIGRMSTAX-QWAQRTLVNA-N,N[C@@H](CCCNC(N)=N)C(=O)C[C@@H](CC1=CC=CC=C1)C(O)=O
14561,8.408,319.17838,UNPD29083,[M-H]-,CCZXUYRSGKPBHZ-VURMDHGXSA-N,COC1=C(OC)C=C(\C=C/C(=O)NCCCCNC(N)=N)C=C1
14565,24.521,319.84637,PubChem_129961683,[M-H]-,UGTXLBAURSBMKE-UHFFFAOYSA-N,C1=CC(=NC(=C1I)F)S(=O)(=O)Cl
14566,23.259,319.86743,PubChem_156892119,[M-H]-,ZEYHRDQLIGQTBI-UHFFFAOYSA-N,C1=C2C(=C(C(=C1Cl)Br)F)N=CC(=C2Cl)C=O
14569,1.003,319.93491,"3-hydroxy-2-methyl-5-(1-oxo-2,3,5,6-tetraoxa-1lambda5-phosphabicyclo[2.1.1]hexan-4-yl)-6-phosphopyridine-4-carbaldehyde",[M-H]-,KMELJBBQZBXARC-UHFFFAOYSA-N,CC1=C(C(=C(C(=N1)P(=O)=O)C23OOP(=O)(O2)O3)C=O)O
14570,1.311,319.94781,5-bromo-2-[(2-chlorophenyl)methoxy]benzonitrile,[M-H]-,CKQOGLQPVGOJJG-UHFFFAOYSA-N,N#CC1=CC(Br)=CC=C1OCC=2C=CC=CC2Cl
14571,1.141,319.94791,5-bromo-2-[(2-chlorophenyl)methoxy]benzonitrile,[M-H]-,CKQOGLQPVGOJJG-UHFFFAOYSA-N,N#CC1=CC(Br)=CC=C1OCC=2C=CC=CC2Cl
14572,14.398,319.95108,5-bromo-2-[(2-chlorophenyl)methoxy]benzonitrile,[M-H]-,CKQOGLQPVGOJJG-UHFFFAOYSA-N,N#CC1=CC(Br)=CC=C1OCC=2C=CC=CC2Cl
14573,13.312,319.95139,5-bromo-2-[(2-chlorophenyl)methoxy]benzonitrile,[M-H]-,CKQOGLQPVGOJJG-UHFFFAOYSA-N,N#CC1=CC(Br)=CC=C1OCC=2C=CC=CC2Cl
14582,1.718,320.06317,Beta-Citryl-L-glutamic acid,[M-H]-,GAQNUGISBQJMKO-UHFFFAOYNA-N,OC(=O)CCC(NC(=O)C(O)(CC(O)=O)CC(O)=O)C(O)=O
14585,9.241,320.09122,Cepharadione B,[M-H]-,AFKGBLKLNRDQFN-UHFFFAOYSA-N,COC1=C(OC)C2=C3C(=CC4=CC=CC=C24)N(C)C(=O)C(=O)C3=C1
14586,1.907,320.09293,L-L-Homoglutathione,[M-H]-,HKBNQXMLSMKLJV-UHFFFAOYNA-N,NC(CC\C(O)=N\C(CS)C(\O)=N\CCC(O)=O)C(O)=O
14587,3.872,320.0993,S-Glutaryldihydrolipoamide,[M-H]-,PWTIHZUSTBSVGF-UHFFFAOYNA-N,NC(=O)CCCCC(S)CCSC(=O)CCCC(O)=O
14588,8.416,320.15436,"2-(4-chlorobenzoyl)-4,4,8-trimethyl-octahydro-1H-[1,4]diazino[1,2-a]pyrazine",[M-H]-,LHBYQFGYSOPBMH-UHFFFAOYSA-N,O=C(C1=CC=C(Cl)C=C1)N2CC3N(CCN(C)C3)C(C)(C)C2
14589,8.612,320.15448,"2-(4-chlorobenzoyl)-4,4,8-trimethyl-octahydro-1H-[1,4]diazino[1,2-a]pyrazine",[M-H]-,LHBYQFGYSOPBMH-UHFFFAOYSA-N,O=C(C1=CC=C(Cl)C=C1)N2CC3N(CCN(C)C3)C(C)(C)C2
14590,14.972,320.19064,"4-[(3-{1H-imidazo[4,5-b]pyridin-2-yl}pyrrolidin-1-yl)methyl]-N,N-dimethylaniline",[M-H]-,RGPCGUJZMSSSOP-UHFFFAOYSA-N,N1=CC=CC=2NC(=NC12)C3CN(CC4=CC=C(C=C4)N(C)C)CC3
14602,23.884,320.88654,Tetrasul,[M-H]-,QUWSDLYBOVGOCW-UHFFFAOYSA-N,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
14603,23.681,320.88672,Tetrasul,[M-H]-,QUWSDLYBOVGOCW-UHFFFAOYSA-N,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
14604,23.737,320.88672,Tetrasul,[M-H]-,QUWSDLYBOVGOCW-UHFFFAOYSA-N,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
14606,23.809,320.8869,Tetrasul,[M-H]-,QUWSDLYBOVGOCW-UHFFFAOYSA-N,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
14609,1.64,320.92102,PubChem_91875442,[M-H]-,IVOMZQMSBPEWJJ-UHFFFAOYSA-N,C1=CC(=C(C=C1C(=O)O)I)NC(=S)N
14611,1.666,320.92142,PubChem_21284386,[M-H]-,CMWHZYJMFHCJQA-UHFFFAOYSA-N,C1=C(C(=CC(=C1F)F)Br)C(=O)C(C(=O)O)C(=O)O
14618,14.311,320.99829,"3,8-dichloroindolo[2,3-a]carbazole",[M-H]-,LPEUFDTWAJUORK-UHFFFAOYSA-N,ClC=1C=CC2=NC3=C4N=C5C=CC(Cl)=CC5=C4C=CC3=C2C1
14627,14.023,321.01505,2-Bromo-5-methoxy-4-benzyloxybenzyl alcohol,[M-H]-,QIBAIRHXPRWLHK-UHFFFAOYSA-N,COc1cc(CO)c(Br)cc1OCc1ccccc1
14628,14.208,321.01517,2-Bromo-5-methoxy-4-benzyloxybenzyl alcohol,[M-H]-,QIBAIRHXPRWLHK-UHFFFAOYSA-N,COc1cc(CO)c(Br)cc1OCc1ccccc1
14632,10.113,321.04205,"7,7'-Dihydroxy-6,8'-bicoumarin",[M-H]-,GGNRJMYAXINNLX-UHFFFAOYSA-N,OC1=CC2=C(C=CC(=O)O2)C=C1C1=C(O)C=CC2=C1OC(=O)C=C2
14634,8.015,321.04437,{3-[3-(4-hydroxyphenyl)propanoyl]phenyl}oxidanesulfonic acid,[M-H]-,WGKPQAIQGUMKBU-UHFFFAOYSA-N,OC1=CC=C(CCC(=O)C2=CC(OS(O)(=O)=O)=CC=C2)C=C1
14635,9.575,321.04468,[2-hydroxy-5-(3-phenylpropanoyl)phenyl]oxidanesulfonic acid,[M-H]-,HPPUJPYDCJSAFW-UHFFFAOYSA-N,OC1=C(OS(O)(=O)=O)C=C(C=C1)C(=O)CCC1=CC=CC=C1
14636,1.621,321.04999,5-Thymidylic acid,[M-H]-,GYOZYWVXFNDGLU-XLPZGREQSA-N,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
14640,1.079,321.08331,Lepidimoic acid,[M-H]-,PBUKNNGDHZLXKG-UHFFFAOYNA-N,CC1OC(O)C(OC2OC(=CC(O)C2O)C(O)=O)C(O)C1O
14641,1.319,321.08331,Lepidimoic acid,[M-H]-,PBUKNNGDHZLXKG-UHFFFAOYNA-N,CC1OC(O)C(OC2OC(=CC(O)C2O)C(O)=O)C(O)C1O
14642,1.963,321.08347,Lepidimoic acid,[M-H]-,PBUKNNGDHZLXKG-UHFFFAOYNA-N,CC1OC(O)C(OC2OC(=CC(O)C2O)C(O)=O)C(O)C1O
14643,2.702,321.08356,Lepidimoic acid,[M-H]-,PBUKNNGDHZLXKG-UHFFFAOYNA-N,CC1OC(O)C(OC2OC(=CC(O)C2O)C(O)=O)C(O)C1O
14644,12.27,321.09869,4-O-Cinnamoylquinic acid,[M-H]-,CLDAKARZYFIUGC-VOTSOKGWNA-N,OC1CC(O)(CC(O)C1OC(=O)\C=C\C1=CC=CC=C1)C(O)=O
14645,6.459,321.11945,2-[10-(carboxymethylsulfanyl)decylsulfanyl]acetic acid,[M-H]-,YGPHOWJPGUHNSY-UHFFFAOYSA-N,C(CCCCCSCC(=O)O)CCCCSCC(=O)O
14646,7.595,321.11951,2-[10-(carboxymethylsulfanyl)decylsulfanyl]acetic acid,[M-H]-,YGPHOWJPGUHNSY-UHFFFAOYSA-N,C(CCCCCSCC(=O)O)CCCCSCC(=O)O
14647,8.896,321.11972,2-[10-(carboxymethylsulfanyl)decylsulfanyl]acetic acid,[M-H]-,YGPHOWJPGUHNSY-UHFFFAOYSA-N,C(CCCCCSCC(=O)O)CCCCSCC(=O)O
14649,6.785,321.11981,2-[10-(carboxymethylsulfanyl)decylsulfanyl]acetic acid,[M-H]-,YGPHOWJPGUHNSY-UHFFFAOYSA-N,C(CCCCCSCC(=O)O)CCCCSCC(=O)O
14650,6.825,321.11987,2-[10-(carboxymethylsulfanyl)decylsulfanyl]acetic acid,[M-H]-,YGPHOWJPGUHNSY-UHFFFAOYSA-N,C(CCCCCSCC(=O)O)CCCCSCC(=O)O
14651,7.285,321.14581,Feruloyl lysine,[M-H]-,VHOPIWUPYREUSE-SOFGYWHQSA-N,COC1=C(O)C=CC(\C=C\C(=O)NCCCCC(N)C(O)=O)=C1
14652,6.625,321.14606,Feruloyl lysine,[M-H]-,VHOPIWUPYREUSE-SOFGYWHQSA-N,COC1=C(O)C=CC(\C=C\C(=O)NCCCCC(N)C(O)=O)=C1
14654,6.986,321.14636,Feruloyl lysine,[M-H]-,VHOPIWUPYREUSE-SOFGYWHQSA-N,COC1=C(O)C=CC(\C=C\C(=O)NCCCCC(N)C(O)=O)=C1
14655,8.101,321.1557,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14656,8.593,321.15573,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14657,8.834,321.15585,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14658,9.009,321.15588,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14659,8.136,321.15598,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14660,8.7,321.15601,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14661,9.28,321.15601,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14662,6.142,321.15601,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14663,8.626,321.15619,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14664,8.795,321.15622,Butyl (S)-3-hydroxybutyrate glucoside,[M-H]-,YUPCLHHTUNDMAN-UHFFFAOYNA-N,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O
14665,14.366,321.17142,Zeranol,[M-H]-,DWTTZBARDOXEAM-UHFFFAOYNA-N,CC1CCCC(O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1
14667,14.142,321.20779,(S)-[8]-Gingerol,[M-H]-,BCIWKKMTBRYQJU-UHFFFAOYNA-N,CCCCCCCC(O)CC(=O)CCC1=CC(OC)=C(O)C=C1
14668,14.986,321.20798,(S)-[8]-Gingerol,[M-H]-,BCIWKKMTBRYQJU-UHFFFAOYNA-N,CCCCCCCC(O)CC(=O)CCC1=CC(OC)=C(O)C=C1
14669,21.739,321.21072,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14670,22.357,321.21078,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14673,21.428,321.21088,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14675,22.183,321.21091,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14676,21.369,321.21094,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14677,22.079,321.21097,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14679,21.283,321.21103,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14680,21.487,321.21106,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14682,21.857,321.21112,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14683,21.531,321.21118,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14684,21.661,321.21118,UNPD154182,[M-H]-,LPTIRUACFKQDHZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOS(O)(=O)=O
14687,9.803,321.9166,PubChem_107470344,[M-H]-,RRKRMWBCZYPJPT-UHFFFAOYSA-N,C1=CC2=C(C=C1C(=O)O)SC(=N2)C3=C(OC=C3)Br
14689,14.392,321.94873,PubChem_107470131,[M-H]-,JRLXSCWOSBRBGN-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)C2=NC3=C(S2)C=C(C=C3)C(=O)O)Cl
14691,5.194,321.99197,N-(2-bromo-4-methylphenyl)-5-ethyl-3-thiophenecarboxamide,[M-H]-,ZUEIOSCQBDNEHP-UHFFFAOYSA-N,CCC1=CC(=CS1)C(=O)NC1=C(Br)C=C(C)C=C1
14693,3.759,321.9921,N-(2-bromo-4-methylphenyl)-5-ethyl-3-thiophenecarboxamide,[M-H]-,ZUEIOSCQBDNEHP-UHFFFAOYSA-N,CCC1=CC(=CS1)C(=O)NC1=C(Br)C=C(C)C=C1
14695,3.919,321.99219,N-(2-bromo-4-methylphenyl)-5-ethyl-3-thiophenecarboxamide,[M-H]-,ZUEIOSCQBDNEHP-UHFFFAOYSA-N,CCC1=CC(=CS1)C(=O)NC1=C(Br)C=C(C)C=C1
14696,3.7,321.99231,N-(2-bromo-4-methylphenyl)-5-ethyl-3-thiophenecarboxamide,[M-H]-,ZUEIOSCQBDNEHP-UHFFFAOYSA-N,CCC1=CC(=CS1)C(=O)NC1=C(Br)C=C(C)C=C1
14699,1.559,322.03555,"2-(2-fluorophenyl)-5-phenyl-4-thieno[2,3-d][1,3]oxazinone",[M-H]-,BNUXVRXTVBPVAC-UHFFFAOYSA-N,FC1=CC=CC=C1C1=NC2=C(C(=CS2)C2=CC=CC=C2)C(=O)O1
14700,1.422,322.04538,Cytidine monophosphate,[M-H]-,IERHLVCPSMICTF-NHBCCFCANA-N,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
14701,8.546,322.09393,Indole-3-carboxylic acid beta-D-glucopyranosyl ester,[M-H]-,OQZPHKHJQADXAS-PGDAIQCRNA-N,OCC1O[C@@H](OC(=O)C2=CNC3=CC=CC=C23)C(O)[C@@H](O)[C@@H]1O
