Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,INCHIKEY,SMILES
18223,3.439,180.98982,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18224,3.399,180.98982,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18225,3.79,180.98984,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18226,2.399,180.98984,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18227,13.348,180.98984,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18229,13.415,180.98991,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18231,11.701,180.98997,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18232,0.713,180.99001,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18233,24.672,180.99004,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18234,0.772,180.99004,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18235,23.799,180.99007,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18236,13.97,180.99007,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18237,24.03,180.9901,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18240,0.164,180.99019,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18242,0.064,180.99023,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18243,23.952,180.99026,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18244,23.987,180.99028,Potassium salts of fatty acids,[M+H]+,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O
18247,15.162,181.01445,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18249,19.014,181.01447,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18250,13.528,181.01447,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18254,18.399,181.0145,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18257,19.05,181.01453,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18258,15.006,181.01454,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18259,17.555,181.01454,"4-Quinazolinol, 6-chloro-",[M+H]+,GOBVWEUSCRFCPB-UHFFFAOYSA-N,Oc1ncnc2ccc(Cl)cc12
18260,13.361,181.01454,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18262,14.63,181.01456,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18263,13.105,181.01456,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18264,13.171,181.01456,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18267,16.376,181.01457,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18268,14.5,181.01457,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18273,14.35,181.01462,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18274,14.704,181.01462,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18275,14.572,181.01462,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18277,15.351,181.01463,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18278,15.47,181.01463,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18279,23.681,181.01465,5-Chloro-4-quinazolinone,[M+H]+,ZDPCOXNOQQRKCN-UHFFFAOYSA-N,O=c1nc[nH]c2cccc(Cl)c12
18283,10.018,181.01465,5-Chloro-4-quinazolinone,[M+H]+,ZDPCOXNOQQRKCN-UHFFFAOYSA-N,O=c1nc[nH]c2cccc(Cl)c12
18284,17.436,181.01466,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18285,14.119,181.01468,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18286,15.604,181.01469,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18287,15.415,181.01469,5-Chloro-4-quinazolinone,[M+H]+,ZDPCOXNOQQRKCN-UHFFFAOYSA-N,O=c1nc[nH]c2cccc(Cl)c12
18288,13.805,181.01471,"4-Quinazolinol, 6-chloro-",[M+H]+,GOBVWEUSCRFCPB-UHFFFAOYSA-N,Oc1ncnc2ccc(Cl)cc12
18289,13.763,181.01471,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18290,17.227,181.01471,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18291,14.041,181.01472,"5-(3-Acetoxy-4-Isovalero-Yloxybut-1-Ynyl)-2,2'-Bithiophene",[M+H]+,JFMOEAUCEDWSLO-UHFFFAOYSA-N,S1C=CC=C1C=2SC(=CC2)C
18293,13.435,181.01474,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18295,13.92,181.0148,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18296,12.551,181.01482,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18297,13.586,181.01483,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18299,12.312,181.01485,"4-Quinazolinol, 6-chloro-",[M+H]+,GOBVWEUSCRFCPB-UHFFFAOYSA-N,Oc1ncnc2ccc(Cl)cc12
18302,23.903,181.01494,"4-Quinazolinol, 6-chloro-",[M+H]+,GOBVWEUSCRFCPB-UHFFFAOYSA-N,Oc1ncnc2ccc(Cl)cc12
18303,13.857,181.01497,"2(1H)-Quinoxalinone, 6-chloro-",[M+H]+,SJAZZQLTKBYDHN-UHFFFAOYSA-N,Oc1cnc2cc(Cl)ccc2n1
18317,6.004,181.04967,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18318,5.961,181.04974,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18319,1.066,181.04974,Monomethyl phthalate,[M+H]+,FNJSWIPFHMKRAT-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1C(O)=O
18320,7.323,181.04974,Monomethyl phthalate,[M+H]+,FNJSWIPFHMKRAT-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1C(O)=O
18321,7.262,181.0498,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18322,6.211,181.04984,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18323,6.532,181.04985,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18326,7.14,181.0499,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18327,6.706,181.04993,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18328,6.35,181.04996,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18329,6.313,181.05,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18330,7.084,181.05002,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18331,6.671,181.05002,Caffeic acid,[M+H]+,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1
18335,6.054,181.08362,3-amino-N-(diaminomethylidene)pyrazine-2-carboxamide,[M+H]+,GTOFYYPYNNNMLP-UHFFFAOYSA-N,C1=CN=C(C(=N1)C(=O)N=C(N)N)N
18337,10.605,181.08623,3-Methoxybenzenepropanoic acid,[M+H]+,BJJQJLOZWBZEGA-UHFFFAOYSA-N,COC1=CC(CCC(O)=O)=CC=C1
18339,6.875,181.08632,p-HPEA-AC,[M+H]+,LDLOCPJLLDCCGO-UHFFFAOYSA-N,CC(=O)OCCC1=CC=C(O)C=C1
18341,7.492,181.08638,4-Ethoxy-3-methoxybenzaldehyde,[M+H]+,BERFDQAMXIBOHM-UHFFFAOYSA-N,CCOC1=CC=C(C=O)C=C1OC
18342,7.559,181.08638,Coniferyl alcohol,[M+H]+,JMFRWRFFLBVWSI-NSCUHMNNSA-N,COC1=CC(\C=C\CO)=CC=C1O
18348,16.224,181.12233,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18349,16.53,181.12233,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18352,14.606,181.12238,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18354,17.252,181.12241,Bovolide,[M+H]+,MTQPZHNZYWAXEH-JXMROGBWSA-N,CCCC\C=C1\OC(=O)C(C)=C1C
18355,17.446,181.12242,Norecasantalic acid,[M+H]+,LDSSHHGVKDZTIX-UHFFFAOYNA-N,CC12C3CC(CC13)C2(C)CC(O)=O
18363,15.435,181.12256,Norecasantalic acid,[M+H]+,LDSSHHGVKDZTIX-UHFFFAOYNA-N,CC12C3CC(CC13)C2(C)CC(O)=O
18364,14.498,181.12256,2-Phenylpropionaldehyde dimethyl acetal,[M+H]+,UFOUDYPOSJJEDJ-UHFFFAOYNA-N,COC(OC)C(C)C1=CC=CC=C1
18365,15.544,181.12259,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18373,11.794,181.12268,2-Phenylpropionaldehyde dimethyl acetal,[M+H]+,UFOUDYPOSJJEDJ-UHFFFAOYNA-N,COC(OC)C(C)C1=CC=CC=C1
18375,13.779,181.12271,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18376,10.041,181.12274,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18377,8.397,181.12274,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18382,8.166,181.12279,2-Phenylpropionaldehyde dimethyl acetal,[M+H]+,UFOUDYPOSJJEDJ-UHFFFAOYNA-N,COC(OC)C(C)C1=CC=CC=C1
18383,10.077,181.1228,4-(Butoxymethyl)phenol,[M+H]+,GGPCJIKQXDNJJY-UHFFFAOYSA-N,CCCCOCC1=CC=C(O)C=C1
18384,8.112,181.1228,2-Phenylpropionaldehyde dimethyl acetal,[M+H]+,UFOUDYPOSJJEDJ-UHFFFAOYNA-N,COC(OC)C(C)C1=CC=CC=C1
18389,4.693,181.13394,"Ethanol, 2-[[2-(4-aminophenyl)ethyl]amino]-",[M+H]+,LHISABQPMWXWCC-UHFFFAOYSA-N,Nc1ccc(CCNCCO)cc1
18392,17.23,181.15872,"(2E,4E)-2,4-Dodecadienal",[M+H]+,QKTZBZWNADPFOL-BNFZFUHLSA-N,CCCCCCC\C=C\C=C\C=O
18395,17.143,181.15878,"(2E,4E)-2,4-Dodecadienal",[M+H]+,QKTZBZWNADPFOL-BNFZFUHLSA-N,CCCCCCC\C=C\C=C\C=O
18429,0.885,181.98868,4-(Trifluoromethyl)thiazole-2-carbaldehyde,[M+H]+,KESSGSGWVZVSBE-UHFFFAOYSA-N,O=Cc1nc(C(F)(F)F)cs1
18430,2.402,181.99286,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18431,2.707,181.99292,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18432,2.928,181.99294,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18433,2.849,181.99295,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18434,2.362,181.99295,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18435,3.79,181.99298,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18437,1.658,181.993,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18438,9.756,181.993,PubChem_20495439,[M+H]+,NLXOYWSRWCFCKJ-UHFFFAOYSA-N,CC(=O)NSSCC(=O)O
18439,12.785,181.993,PubChem_126678615,[M+H]+,VHGAOKXPGNFHQP-UHFFFAOYSA-N,CSSC(=O)NCC(=O)O
18440,1.711,181.99301,PubChem_14818813,[M+H]+,GYONFETVHHTVHN-REOHCLBHSA-N,C(C(C(=O)O)NC(=S)S)O
18441,12.477,181.99301,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18442,2.761,181.99303,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18443,7.068,181.99303,PubChem_20495439,[M+H]+,NLXOYWSRWCFCKJ-UHFFFAOYSA-N,CC(=O)NSSCC(=O)O
18445,6.044,181.99304,PubChem_89826582,[M+H]+,HWDORRVSOPMOKN-UHFFFAOYSA-N,CC(C1=CN=CC=C1)[As]
18446,5.928,181.99304,PubChem_89152270,[M+H]+,WLBSRZQPALDLKU-REOHCLBHSA-N,C(C(C(=O)S)NS)C(=O)O
18447,7.572,181.99306,PubChem_145799341,[M+H]+,JRAZUFPWCDYHQL-UHFFFAOYSA-N,C(C(S)S)(C(=O)N)C(=O)O
18448,7.412,181.99306,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18449,10.557,181.99306,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18450,6.208,181.99307,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18451,7.3,181.99307,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18452,5.99,181.99307,PubChem_57209652,[M+H]+,BHZJMVFTJUDHSK-UHFFFAOYSA-N,C(C(=O)O)NC(=O)C(S)S
18454,10.474,181.99307,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18456,7.209,181.99309,PubChem_14818813,[M+H]+,GYONFETVHHTVHN-REOHCLBHSA-N,C(C(C(=O)O)NC(=S)S)O
18458,2.171,181.9931,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18459,11.773,181.9931,PubChem_14818813,[M+H]+,GYONFETVHHTVHN-REOHCLBHSA-N,C(C(C(=O)O)NC(=S)S)O
18462,13.047,181.99312,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18464,3.192,181.99313,PubChem_87343828,[M+H]+,NFLSMHRVTHIHOY-UHFFFAOYSA-N,C(C(C(=O)SC(=S)N)O)O
18465,4.747,181.99313,PubChem_145799341,[M+H]+,JRAZUFPWCDYHQL-UHFFFAOYSA-N,C(C(S)S)(C(=O)N)C(=O)O
18466,3.143,181.99313,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18467,2.113,181.99313,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18469,11.39,181.99315,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18470,9.691,181.99316,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18471,11.722,181.99316,PubChem_87343828,[M+H]+,NFLSMHRVTHIHOY-UHFFFAOYSA-N,C(C(C(=O)SC(=S)N)O)O
18472,0.719,181.99318,PubChem_14818813,[M+H]+,GYONFETVHHTVHN-REOHCLBHSA-N,C(C(C(=O)O)NC(=S)S)O
18473,3.239,181.99318,PubChem_20495439,[M+H]+,NLXOYWSRWCFCKJ-UHFFFAOYSA-N,CC(=O)NSSCC(=O)O
18475,11.667,181.99318,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18476,3.502,181.99323,PubChem_87343828,[M+H]+,NFLSMHRVTHIHOY-UHFFFAOYSA-N,C(C(C(=O)SC(=S)N)O)O
18477,5.84,181.99323,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18479,7.48,181.99324,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18480,0.77,181.99326,PubChem_14818813,[M+H]+,GYONFETVHHTVHN-REOHCLBHSA-N,C(C(C(=O)O)NC(=S)S)O
18481,7.139,181.99326,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18482,3.539,181.99327,PubChem_14818813,[M+H]+,GYONFETVHHTVHN-REOHCLBHSA-N,C(C(C(=O)O)NC(=S)S)O
18483,1.834,181.99327,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18484,11.607,181.99327,PubChem_57209652,[M+H]+,BHZJMVFTJUDHSK-UHFFFAOYSA-N,C(C(=O)O)NC(=O)C(S)S
18485,3.443,181.99329,PubChem_57242601,[M+H]+,NDPFKRRPKWUBOU-UHFFFAOYSA-N,C(CC(=O)O)C(=O)N(S)S
18486,2.059,181.99329,PubChem_20495439,[M+H]+,NLXOYWSRWCFCKJ-UHFFFAOYSA-N,CC(=O)NSSCC(=O)O
18487,11.417,181.99329,PubChem_89152270,[M+H]+,WLBSRZQPALDLKU-REOHCLBHSA-N,C(C(C(=O)S)NS)C(=O)O
18496,5.997,182.0294,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18497,2.478,182.02942,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18499,9.783,182.02943,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18500,3.285,182.02946,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18501,4.94,182.02946,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18502,7.099,182.02946,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18503,9.737,182.02946,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18504,1.2,182.02948,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18505,5.939,182.02948,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18506,7.149,182.02948,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18507,2.57,182.0295,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18508,0.15,182.0295,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18509,3.21,182.02951,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18510,4.773,182.02951,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18511,0.678,182.02953,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18515,5.807,182.02956,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18516,7.205,182.02956,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18518,7.47,182.02957,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18519,0.21,182.02959,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18520,3.454,182.02959,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18522,9.659,182.02959,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18523,1.94,182.02962,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18524,0.764,182.02962,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18525,6.242,182.02962,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18526,0.279,182.02963,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18527,3.529,182.02963,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18528,1.974,182.02965,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18529,4.829,182.02966,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
18530,0.349,182.02969,UNPD103371,[M+H]+,VHYPETWOECSQQP-SGAVLPGINA-N,CSCSC[C@H](N)C(O)=O
